1582067993759,0000,0000,8,22,771,743
1582067993770,0000,0000,8,20,801,821
1582067993775,0000,0000,8,20,815,857
1582067993786,0000,0000,7,17,826,863
1582067993792,0000,0000,4,10,831,863
1582067993801,0000,0000,1,5,831,863
1582067993811,0000,0000,2,1,834,863
1582067993826,0000,0000,1,2,834,863
1582067993841,0000,0000,0,1,834,863
1582067993852,0000,0000,0,1,834,863
1582067994130,0000,0000,0,2,834,863
1582067994140,0000,0000,0,4,834,863
1582067994149,0000,0000,-2,4,834,863
1582067994154,0000,0000,0,2,834,863
1582067994163,0000,0000,-2,1,832,863
1582067994169,0000,0000,-2,1,832,863
1582067994179,0000,0000,-2,1,830,863
1582067994189,0000,0000,-1,2,829,863
1582067994193,0000,0000,0,3,829,863
1582067994203,0000,0000,0,1,829,863
1582067994219,0000,0000,0,-2,829,863
1582067994229,0000,0000,1,-2,829,862
1582067994235,0000,0000,0,-1,829,861
1582067994245,0000,0000,0,-2,829,860
1582067994249,0000,0000,1,-2,829,858
1582067994260,0000,0000,1,-2,830,857
1582067994269,0000,0000,1,-1,830,857
1582067994276,0000,0000,1,0,831,856
1582067994285,0000,0000,1,-1,831,856
1582067994289,0000,0000,2,-1,833,855
1582067994299,0000,0000,2,-2,833,855
1582067994309,0000,0000,1,-1,834,854
1582067994315,0000,0000,2,0,836,854
1582067994325,0000,0000,2,-1,836,854
1582067994329,0000,0000,1,-1,838,853
1582067994339,0000,0000,2,-1,839,851
1582067994350,0000,0000,2,-1,841,850
1582067994355,0000,0000,2,-1,841,850
1582067994366,0000,0000,2,-1,843,850
1582067994371,0000,0000,2,-1,845,849
1582067994381,0000,0000,2,-1,845,849
1582067994392,0000,0000,2,-1,847,847
1582067994395,0000,0000,2,-1,849,846
1582067994405,0000,0000,2,-1,850,846
1582067994411,0000,0000,3,-1,852,845
1582067994421,0000,0000,2,-1,854,845
1582067994431,0000,0000,3,0,854,845
1582067994435,0000,0000,3,-2,858,843
1582067994445,0000,0000,5,-1,862,842
1582067994451,0000,0000,3,0,864,842
1582067994461,0000,0000,4,0,867,842
1582067994471,0000,0000,4,0,867,842
1582067994477,0000,0000,3,-1,873,842
1582067994488,0000,0000,4,0,875,842
1582067994491,0000,0000,2,0,877,842
1582067994501,0000,0000,3,0,877,842
1582067994511,0000,0000,1,0,879,842
1582067994517,0000,0000,2,0,879,842
1582067994527,0000,0000,2,0,882,842
1582067994531,0000,0000,2,0,883,842
1582067994541,0000,0000,1,0,883,842
1582067994551,0000,0000,2,0,885,842
1582067994557,0000,0000,2,0,885,842
1582067994567,0000,0000,1,0,886,842
1582067994571,0000,0000,1,0,887,842
1582067994654,0000,0000,1,0,888,842
1582067994664,0000,0000,1,0,889,842
1582067994674,0000,0000,1,0,889,842
1582067994678,0000,0000,1,0,890,842
1582067994744,0000,0000,0,1,890,842
1582067994760,0000,0000,-1,1,890,842
1582067994769,0000,0000,-1,0,890,842
1582067994774,0000,0000,-1,1,889,842
1582067994784,0000,0000,-1,0,888,842
1582067994836,0000,0000,-3,0,886,842
1582067994839,0000,0000,-3,0,884,842
1582067994850,0000,0000,-7,-1,878,842
1582067994856,0000,0000,-9,-2,868,840
1582067994866,0000,0000,-13,-2,854,838
1582067994876,0000,0000,-15,-4,832,832
1582067994880,0000,0000,-15,-5,810,825
1582067994890,0000,0000,-17,-5,782,817
1582067994896,0000,0000,-16,-6,757,807
1582067994906,0000,0000,-17,-6,730,798
1582067994916,0000,0000,-18,-7,698,786
1582067994920,0000,0000,-24,-11,651,764
1582067994930,0000,0000,-15,-7,628,753
1582067994935,0000,0000,-12,-6,628,753
1582067994945,0000,0000,-8,-6,613,746
1582067994955,0000,0000,-3,-5,604,738
1582067994962,0000,0000,-4,-8,597,726
1582067994972,0000,0000,-3,-9,597,726
