1582067994975,0000,0000,-5,-15,587,696
1582067994985,0000,0000,-1,-16,586,674
1582067994996,0000,0000,-1,-19,586,674
1582067995002,0000,0000,-2,-23,581,602
1582067995012,0000,0000,-1,-23,578,560
1582067995016,0000,0000,0,-24,578,517
1582067995026,0000,0000,2,-24,582,473
1582067995035,0000,0000,2,-26,582,473
1582067995041,0000,0000,5,-27,595,370
1582067995052,0000,0000,3,-28,601,315
1582067995058,0000,0000,3,-24,606,270
1582067995068,0000,0000,4,-24,614,226
1582067995076,0000,0000,4,-22,622,186
1582067995086,0000,0000,3,-21,626,149
1582067995090,0000,0000,5,-18,635,119
1582067995100,0000,0000,4,-16,641,94
1582067995106,0000,0000,3,-14,641,94
1582067995116,0000,0000,2,-10,647,66
1582067995126,0000,0000,2,-9,650,56
1582067995129,0000,0000,0,-6,650,56
1582067995140,0000,0000,0,-5,650,46
1582067995146,0000,0000,0,-3,650,44
1582067995156,0000,0000,0,-2,650,43
1582067995166,0000,0000,-2,-1,649,42
1582067995172,0000,0000,-1,0,649,42
1582067995181,0000,0000,-1,-1,648,42
1582067995185,0000,0000,-3,-1,646,41
1582067995196,0000,0000,-3,-1,646,41
1582067995206,0000,0000,-5,-1,639,39
1582067995212,0000,0000,-3,-1,637,38
1582067995222,0000,0000,-3,0,637,38
1582067995226,0000,0000,-1,0,634,38
1582067995236,0000,0000,-1,0,634,38
1582067995246,0000,0000,-1,0,634,38
1582067995252,0000,0000,-2,0,632,38
1582067995262,0000,0000,-2,0,631,38
1582067995266,0000,0000,-2,0,630,38
1582067995278,0000,0000,-3,0,627,38
1582067995288,0000,0000,-2,0,626,38
1582067995292,0000,0000,-1,1,626,38
1582067995302,0000,0000,-1,0,626,38
1582067995308,0000,0000,-1,0,625,38
1582067995332,0000,0000,0,1,625,39
1582067995342,0000,0000,1,3,625,41
1582067995347,0000,0000,1,2,625,41
1582067995357,0000,0000,2,3,626,45
1582067995368,0000,0000,3,2,629,46
1582067995371,0000,0000,2,1,629,46
1582067995381,0000,0000,2,1,631,47
1582067995387,0000,0000,2,0,633,47
1582067995398,0000,0000,1,1,633,47
1582067995407,0000,0000,2,0,634,48
1582067995413,0000,0000,4,0,638,48
1582067995424,0000,0000,3,1,640,49
1582067995428,0000,0000,2,0,641,49
1582067995437,0000,0000,3,0,643,49
1582067995448,0000,0000,2,0,644,49
1582067995454,0000,0000,2,0,646,49
1582067995463,0000,0000,1,0,646,49
1582067995468,0000,0000,1,0,646,49
1582067995488,0000,0000,1,0,647,49
1582067995544,0000,0000,1,-1,648,49
1582067995569,0000,0000,1,-1,648,49
1582067995573,0000,0000,1,0,649,48
1582067995589,0000,0000,1,-1,649,48
1582067995736,0001,0000,0,0,650,48
1582067995802,0002,0000,0,0,650,48
