1582067771256,0000,0000,1,3,504,46
1582067771266,0000,0000,1,1,505,46
1582067771276,0000,0000,0,2,505,48
1582067771282,0000,0000,1,4,506,51
1582067771292,0000,0000,1,3,506,53
1582067771296,0000,0000,1,4,506,53
1582067771306,0000,0000,1,4,508,59
1582067771318,0000,0000,1,4,508,59
1582067771322,0000,0000,1,3,510,65
1582067771332,0000,0000,2,3,511,66
1582067771338,0000,0000,0,2,511,68
1582067771348,0000,0000,2,3,512,70
1582067771358,0000,0000,2,3,512,70
1582067771362,0000,0000,2,2,514,73
1582067771372,0000,0000,1,2,516,75
1582067771378,0000,0000,1,1,517,76
1582067771388,0000,0000,2,1,518,77
1582067771398,0000,0000,1,1,518,77
1582067771402,0000,0000,2,0,519,77
1582067771412,0000,0000,1,0,520,77
1582067771418,0000,0000,2,1,522,78
1582067771428,0000,0000,1,0,522,78
1582067771438,0000,0000,2,1,523,78
1582067771444,0000,0000,2,0,525,78
1582067771454,0000,0000,1,0,525,78
1582067771458,0000,0000,1,1,526,79
1582067771468,0000,0000,2,0,527,79
1582067771478,0000,0000,1,1,527,79
1582067771484,0000,0000,2,0,529,79
1582067771494,0000,0000,2,0,530,79
1582067771498,0000,0000,1,0,530,79
1582067771508,0000,0000,2,1,532,80
1582067771518,0000,0000,1,0,532,80
1582067771524,0000,0000,1,0,533,80
1582067771538,0000,0000,1,0,534,80
1582067771560,0000,0000,1,1,534,80
1582067771590,0000,0000,1,0,534,81
1582067771822,0000,0000,0,1,534,81
1582067771832,0000,0000,0,3,534,81
1582067771842,0000,0000,1,4,535,86
1582067771846,0000,0000,1,3,535,86
1582067771856,0000,0000,0,3,536,88
1582067771862,0000,0000,0,2,536,92
1582067771872,0000,0000,1,2,537,93
1582067771882,0000,0000,0,1,537,94
1582067771886,0000,0000,1,2,538,95
1582067771898,0000,0000,0,1,538,95
1582067771912,0000,0000,0,1,538,96
1582067771922,0000,0000,1,0,538,96
1582067771992,0000,0000,2,1,538,96
1582067772008,0000,0000,1,0,540,97
1582067772018,0000,0000,1,0,540,97
1582067772024,0000,0000,1,0,541,97
1582067772034,0000,0000,1,0,542,97
1582067772044,0000,0000,1,0,542,97
1582067772048,0000,0000,2,0,543,97
1582067772058,0000,0000,1,-1,543,97
1582067772064,0000,0000,2,-1,545,96
1582067772074,0000,0000,2,-2,546,95
1582067772084,0000,0000,3,-2,549,94
1582067772088,0000,0000,1,-1,550,93
1582067772098,0000,0000,2,-2,550,91
1582067772103,0000,0000,3,-2,550,91
1582067772114,0000,0000,2,-2,554,89
1582067772124,0000,0000,3,-2,557,87
1582067772130,0000,0000,2,-2,558,86
1582067772140,0000,0000,3,-3,560,83
1582067772144,0000,0000,2,-2,562,82
1582067772154,0000,0000,3,-3,564,80
1582067772164,0000,0000,3,-3,566,78
1582067772170,0000,0000,3,-2,569,76
1582067772180,0000,0000,3,-2,570,74
1582067772184,0000,0000,3,-2,573,73
1582067772194,0000,0000,3,-2,575,71
1582067772204,0000,0000,3,-2,578,70
1582067772210,0000,0000,4,-2,581,68
1582067772220,0000,0000,2,-1,582,68
1582067772224,0000,0000,3,-2,584,66
1582067772236,0000,0000,4,-1,587,66
1582067772246,0000,0000,3,-1,590,65
1582067772251,0000,0000,4,-1,593,64
1582067772260,0000,0000,4,-1,596,63
1582067772266,0000,0000,3,-1,598,62
1582067772276,0000,0000,4,-1,601,62
1582067772286,0000,0000,4,0,601,62
1582067772290,0000,0000,2,-1,604,62
1582067772300,0000,0000,3,0,607,61
1582067772306,0000,0000,3,0,607,61
1582067772316,0000,0000,3,-1,610,61
1582067772326,0000,0000,2,0,612,60
1582067772330,0000,0000,3,-1,613,60
1582067772340,0000,0000,3,0,615,59
1582067772346,0000,0000,4,0,620,59
1582067772356,0000,0000,3,0,622,59
1582067772366,0000,0000,4,0,626,59
1582067772372,0000,0000,3,0,628,59
1582067772382,0000,0000,3,0,630,59
1582067772386,0000,0000,4,-1,633,58
1582067772396,0000,0000,3,0,635,58
1582067772406,0000,0000,3,0,637,58
1582067772412,0000,0000,3,0,639,58
1582067772422,0000,0000,1,0,640,58
1582067772426,0000,0000,2,0,641,58
1582067772436,0000,0000,1,0,642,58
1582067772446,0000,0000,2,0,643,58
1582067772452,0000,0000,1,0,643,58
1582067772462,0000,0000,1,0,644,58
1582067772466,0000,0000,1,0,645,58
1582067772478,0000,0000,1,0,645,58
1582067772488,0000,0000,2,0,646,58
1582067772502,0000,0000,2,0,647,58
1582067772508,0000,0000,1,0,648,58
1582067772528,0000,0000,1,0,649,58
1582067772582,0000,0000,1,0,650,58
1582067772614,0000,0000,0,-1,650,58
1582067772628,0000,0000,0,-1,650,58
1582067772734,0000,0000,0,-2,650,58
1582067772744,0000,0000,0,-2,650,55
1582067772750,0000,0000,0,-1,650,54
1582067772760,0000,0000,0,-2,650,54
1582067772764,0000,0000,0,-1,650,53
1582067772774,0000,0000,0,-2,650,53
1582067772784,0000,0000,0,-1,650,51
1582067772790,0000,0000,0,-1,650,50
1582067772800,0000,0000,0,-1,650,50
1582067773184,0000,0000,1,0,650,50
1582067773208,0000,0000,1,0,650,50
1582067773732,0000,0000,1,0,651,50
1582067773764,0000,0000,1,0,651,50
1582067774212,0001,0000,0,0,651,50
1582067774324,0002,0000,0,0,651,50
